m	129	175	0	0	0	5	60s	100	1	20440
m	121	136	0	0	0	5	60s	100	1	6230
m	121	123	0	0	0	5	60s	100	1	6230
m	140	123	0	0	0	5	60s	100	1	6230
m	140	136	0	0	0	5	60s	100	1	6230
m	130	78	0	0	0	1	60s	100	1	6231
g	119	143	5	5	0	1	30s	100	1	6223
g	114	129	5	5	0	1	30s	100	1	6223
g	116	120	5	5	0	1	30s	100	1	6223
g	125	116	5	5	0	1	30s	100	1	6223
g	137	118	5	5	0	1	30s	100	1	6223
g	144	130	5	5	0	1	30s	100	1	6223
g	139	142	5	5	0	1	30s	100	1	6223
g	127	127	5	5	0	1	30s	100	1	6223
g	135	126	5	5	0	1	30s	100	1	6223
g	134	137	5	5	0	1	30s	100	1	6223
g	126	143	5	5	0	1	30s	100	1	6223
g	132	150	5	5	0	1	30s	100	1	6223
g	124	150	5	5	0	1	30s	100	1	6223
g	124	158	5	5	0	1	30s	100	1	6223
g	133	161	5	5	0	1	30s	100	1	6223
g	119	143	5	5	0	1	30s	100	1	6220
g	114	129	5	5	0	1	30s	100	1	6220
g	116	120	5	5	0	1	30s	100	1	6220
g	125	116	5	5	0	1	30s	100	1	6220
g	137	118	5	5	0	1	30s	100	1	6220
g	144	130	5	5	0	1	30s	100	1	6220
g	139	142	5	5	0	1	30s	100	1	6220
g	127	127	5	5	0	1	30s	100	1	6220
g	135	126	5	5	0	1	30s	100	1	6220
g	134	137	5	5	0	1	30s	100	1	6220
g	126	143	5	5	0	1	30s	100	1	6220
g	132	150	5	5	0	1	30s	100	1	6220
g	124	150	5	5	0	1	30s	100	1	6220
g	124	158	5	5	0	1	30s	100	1	6220
g	133	161	5	5	0	1	30s	100	1	6220
