g	119	143	5	5	0	1	30s	100	1	6223
g	114	129	5	5	0	1	30s	100	1	6225
g	116	120	5	5	0	1	30s	100	1	6224
g	125	116	5	5	0	1	30s	100	1	6223
g	137	118	5	5	0	1	30s	100	1	6224
g	144	130	5	5	0	1	30s	100	1	6225
g	139	142	5	5	0	1	30s	100	1	6223
g	127	127	5	5	0	1	30s	100	1	6223
g	135	126	5	5	0	1	30s	100	1	6227
g	134	137	5	5	0	1	30s	100	1	6227
g	126	143	5	5	0	1	30s	100	1	6227
g	132	150	5	5	0	1	30s	100	1	6223
g	124	150	5	5	0	1	30s	100	1	6223
g	124	158	5	5	0	1	30s	100	1	6223
g	133	161	5	5	0	1	30s	100	1	6223
g	119	143	5	5	0	1	30s	100	1	6225
g	114	129	5	5	0	1	30s	100	1	6225
g	116	120	5	5	0	1	30s	100	1	6225
g	125	116	5	5	0	1	30s	100	1	6225
g	137	118	5	5	0	1	30s	100	1	6225
g	144	130	5	5	0	1	30s	100	1	6225
g	139	142	5	5	0	1	30s	100	1	6226
g	127	127	5	5	0	1	30s	100	1	6226
g	135	126	5	5	0	1	30s	100	1	6226
g	134	137	5	5	0	1	30s	100	1	6226
g	126	143	5	5	0	1	30s	100	1	6226
g	132	150	5	5	0	1	30s	100	1	6227
g	124	150	5	5	0	1	30s	100	1	6227
g	124	158	5	5	0	1	30s	100	1	6227
g	133	161	5	5	0	1	30s	100	1	6227
g	119	143	5	5	0	1	30s	100	1	6220
g	114	129	5	5	0	1	30s	100	1	6220
g	116	120	5	5	0	1	30s	100	1	6220
g	125	116	5	5	0	1	30s	100	1	6220
g	137	118	5	5	0	1	30s	100	1	6220
g	144	130	5	5	0	1	30s	100	1	6220
g	139	142	5	5	0	1	30s	100	1	6220
g	127	127	5	5	0	1	30s	100	1	6220
g	135	126	5	5	0	1	30s	100	1	6220
g	134	137	5	5	0	1	30s	100	1	6220
g	126	143	5	5	0	1	30s	100	1	6220
g	132	150	5	5	0	1	30s	100	1	6220
g	124	150	5	5	0	1	30s	100	1	6220
g	124	158	5	5	0	1	30s	100	1	6220
g	133	161	5	5	0	1	30s	100	1	6220
