m	321	125	0	0	0	1	1s	100	1	9015
m	327	198	0	0	0	5	1s	100	1	6810
m	320	198	0	0	0	5	1s	100	1	6811
m	313	198	0	0	0	5	1s	100	1	6811
m	321	132	0	0	0	5	1s	100	1	6812
m	310	148	0	0	0	5	1s	100	1	6808
m	331	147	0	0	0	5	1s	100	1	6808
m	332	169	0	0	0	5	1s	100	1	6808
m	310	169	0	0	0	5	1s	100	1	6808
m	305	150	0	0	0	5	1s	100	1	6809
m	304	163	0	0	0	5	1s	100	1	6809
m	320	174	0	0	0	5	1s	100	1	6809
m	337	163	0	0	0	5	1s	100	1	6809
m	335	153	0	0	0	5	1s	100	1	6809
m	322	143	0	0	0	5	1s	100	1	6809
m	327	198	0	0	0	5	1s	100	1	6810
m	320	198	0	0	0	5	1s	100	1	6811

