m	321	132	0	0	0	1	1s	100	1	6812
m	327	198	0	0	0	5	1s	100	1	6810
m	320	198	0	0	0	5	1s	100	1	6811
m	313	198	0	0	0	5	1s	100	1	6811
m	310	148	0	0	0	5	1s	100	1	6808
m	331	147	0	0	0	5	1s	100	1	6808
m	332	169	0	0	0	5	1s	100	1	6808
m	310	169	0	0	0	5	1s	100	1	6808
m	305	150	0	0	0	5	1s	100	1	6809
m	304	163	0	0	0	5	1s	100	1	6809
m	320	174	0	0	0	5	1s	100	1	6809
m	337	163	0	0	0	5	1s	100	1	6809
m	335	153	0	0	0	5	1s	100	1	6809
m	322	143	0	0	0	5	1s	100	1	6809
m	319	157	20	20	0	5	1s	100	3	3401
m	319	157	20	20	0	5	1s	100	3	3402
m	319	157	20	20	0	5	1s	100	3	3403
m	319	157	20	20	0	5	1s	100	3	3404
m	319	157	20	20	0	5	1s	100	3	3405
m	319	157	20	20	0	5	1s	100	3	3601
m	319	157	20	20	0	5	1s	100	3	3602
m	319	157	20	20	0	5	1s	100	3	3603
m	319	157	20	20	0	5	1s	100	3	3604
m	319	157	20	20	0	5	1s	100	3	3605
m	339	172	0	0	0	5	1s	100	1	8062
m	305	174	0	0	0	5	1s	100	1	8062
m	304	146	0	0	0	5	1s	100	1	8062
m	336	147	0	0	0	5	1s	100	1	8062
m	321	125	0	0	0	1	1s	100	1	9015
